,index,topic,label,text,text_prepro,labels,scores
5076,10148,modernité,neutre,"Les réseaux sociaux sont un exemple de la modernité, car ils permettent de créer des liens entre les individus et de partager des informations et des idées.","les réseaux sociaux sont un exemple de la modernité, car ils permettent de créer des liens entre les individus et de partager des informations et des idées.","['progrès', 'technologique', 'modernité', 'dispositif', 'rénovation', 'technologie', 'internet', 'rappel', 'amélioration', 'crucial']","[0.9468795657157898, 0.9326316714286804, 0.9232069253921509, 0.8607515692710876, 0.844863772392273, 0.8165931105613708, 0.8137555122375488, 0.7350367307662964, 0.6343576908111572, 0.5044649839401245]"
5077,10149,modernité,neutre,"La modernité n'est pas une compétition, c'est une collaboration. En travaillant ensemble, nous pouvons créer un avenir meilleur pour tous.","la modernité n'est pas une compétition, c'est une collaboration. en travaillant ensemble, nous pouvons créer un avenir meilleur pour tous.","['modernité', 'progrès', 'amélioration', 'crucial', 'technologique', 'dispositif', 'morceau', 'phrase', 'rappel', 'rénovation', 'apte', 'conviction', 'volet']","[0.9753209948539734, 0.9319395422935486, 0.7380334734916687, 0.7266992926597595, 0.6971203684806824, 0.6898072957992554, 0.6764059662818909, 0.652121365070343, 0.6434735655784607, 0.6070441007614136, 0.5824176669120789, 0.574131429195404, 0.5289430022239685]"
5078,10150,modernité,neutre,"Quand on parle de #modernité, il est important de se rappeler que nous sommes tous des acteurs de ce changement. Notre rôle est de contribuer au progrès et de défendre les valeurs qui font la richesse de notre société.","quand on parle de , il est important de se rappeler que nous sommes tous des acteurs de ce changement. notre rôle est de contribuer au progrès et de défendre les valeurs qui font la richesse de notre société.","['rappel', 'crucial', 'progrès', 'amélioration', 'modernité', 'remplacement', 'défense', 'dispositif', 'morceau', 'phrase', 'rénovation', 'apte', 'ultérieur']","[0.9732686281204224, 0.9596751928329468, 0.9545521140098572, 0.8450523018836975, 0.8286317586898804, 0.8178690671920776, 0.7965015769004822, 0.7933717370033264, 0.6910829544067383, 0.6364718079566956, 0.5598538517951965, 0.5465182662010193, 0.5443821549415588]"
5079,10151,modernité,négatif,"Quand on parle de modernité, ça veut dire que tout le monde est égal, mais en réalité, c'est faux ! Les riches restent riches et les pauvres restent pauvres. 😡","quand on parle de modernité, ça veut dire que tout le monde est égal, mais en réalité, c'est faux ! les riches restent riches et les pauvres restent pauvres. ","['modernité', 'bizarre', 'progrès', 'contrevenant', 'prétexte']","[0.8722747564315796, 0.6260654926300049, 0.5735753178596497, 0.5645325183868408, 0.5084989070892334]"
5080,10152,modernité,négatif,"Modernité, c'est d'avoir les nouvelles technologies, mais aussi de comprendre qu'elles ne remplacent pas l'amitié humaine. 🤖💚","modernité, c'est d'avoir les nouvelles technologies, mais aussi de comprendre qu'elles ne remplacent pas l'amitié humaine. ","['modernité', 'technologie', 'technologique', 'progrès', 'crucial', 'rénovation', 'dispositif', 'rappel', 'conviction', 'morceau']","[0.9212800860404968, 0.907569169998169, 0.9074915647506714, 0.8711132407188416, 0.6020407676696777, 0.5854028463363647, 0.5551955103874207, 0.5376448035240173, 0.5292840003967285, 0.5218917727470398]"
5081,10153,modernité,négatif,"Quelque chose qui est moderne aujourd'hui peut être démodé demain. Ça dépend de ce que l'on appelle ""moderne"". 😅","quelque chose qui est moderne aujourd'hui peut être démodé demain. ça dépend de ce que l'on appelle ""moderne"". ","['modernité', 'malaise']","[0.733763575553894, 0.5337012410163879]"
5082,10154,modernité,négatif,"Modernité, c'est d'avoir des idées nouvelles, mais aussi de respecter les traditions. Ça prend du temps de trouver l'équilibre. 🌱👵","modernité, c'est d'avoir des idées nouvelles, mais aussi de respecter les traditions. ça prend du temps de trouver l'équilibre. ","['modernité', 'progrès', 'rénovation', 'dispositif', 'morceau', 'amélioration', 'conception', 'précaution', 'crucial', 'ultérieur', 'phrase']","[0.9757841229438782, 0.8709530830383301, 0.8195518851280212, 0.7409977316856384, 0.7067391276359558, 0.6925236582756042, 0.674680769443512, 0.6520432233810425, 0.6312227249145508, 0.5891743898391724, 0.5842577815055847]"
5083,10155,modernité,négatif,"On parle toujours de modernité, mais ça ne change pas les choses. Les politiciens disent des mots, mais ils restent les mêmes. 🤬","on parle toujours de modernité, mais ça ne change pas les choses. les politiciens disent des mots, mais ils restent les mêmes. ","['progrès', 'modernité', 'rénovation', 'politique', 'phrase']","[0.8284766674041748, 0.7980538606643677, 0.6378400921821594, 0.572165846824646, 0.5521515607833862]"
5084,10156,modernité,négatif,"Modernité, c'est d'avoir des réseaux sociaux, mais aussi de savoir les contrôler pour ne pas se laisser emporter. 📱🧠","modernité, c'est d'avoir des réseaux sociaux, mais aussi de savoir les contrôler pour ne pas se laisser emporter. ","['progrès', 'modernité', 'technologique', 'technologie', 'dispositif', 'internet', 'précaution', 'rénovation', 'amélioration', 'concurrentiel', 'conviction', 'phrase', 'morceau']","[0.9659229516983032, 0.9502792358398438, 0.9375426173210144, 0.9363036751747131, 0.8960388898849487, 0.8925677537918091, 0.8470161557197571, 0.7339141368865967, 0.6803722977638245, 0.534456729888916, 0.5269453525543213, 0.5259763598442078, 0.5002056360244751]"
5085,10157,modernité,négatif,"Quand on parle de modernité, ça veut dire que les femmes et les hommes sont égaux, mais en réalité, on reste dans les rôles traditionnels. 🙄","quand on parle de modernité, ça veut dire que les femmes et les hommes sont égaux, mais en réalité, on reste dans les rôles traditionnels. ","['progrès', 'modernité', 'rénovation', 'phrase', 'morceau']","[0.935463011264801, 0.9301972985267639, 0.7658775448799133, 0.5979398488998413, 0.5167976021766663]"
5086,10158,modernité,négatif,"Modernité, c'est d'avoir de l'innovation, mais aussi de comprendre que l'environnement est précieux. 🌱🌳","modernité, c'est d'avoir de l'innovation, mais aussi de comprendre que l'environnement est précieux. ","['modernité', 'progrès', 'technologique', 'nature', 'crucial', 'volet', 'amélioration', 'dispositif', 'conviction', 'morceau', 'apte', 'registre', 'rénovation', 'phrase', 'rappel', 'ultérieur']","[0.9275701642036438, 0.9089962244033813, 0.846868097782135, 0.8430871963500977, 0.8221615552902222, 0.729586660861969, 0.6851900219917297, 0.6751120686531067, 0.6559945344924927, 0.6514332294464111, 0.6509665250778198, 0.6118979454040527, 0.6109179258346558, 0.5924292206764221, 0.591339647769928, 0.5202663540840149]"
5087,10159,modernité,négatif,"On parle toujours de modernité, mais les gens restent attachés à leurs convictions, et ça ne change pas grand-chose. 🤷‍♂️","on parle toujours de modernité, mais les gens restent attachés à leurs convictions, et ça ne change pas grand-chose. ‍","['modernité', 'rénovation', 'progrès', 'conviction', 'dispositif', 'morceau', 'registre', 'phrase']","[0.9018263816833496, 0.9011841416358948, 0.8986737728118896, 0.8026378750801086, 0.6322811841964722, 0.5354368090629578, 0.5208274722099304, 0.520451545715332]"
5088,10160,modernité,négatif,"Modernité, c'est de chercher de nouvelles solutions, mais aussi de respecter les générations passées. Il faut un peu de tolérance. 🌹👴","modernité, c'est de chercher de nouvelles solutions, mais aussi de respecter les générations passées. il faut un peu de tolérance. ","['modernité', 'dispositif', 'progrès', 'précaution', 'morceau', 'rénovation', 'phrase', 'rappel', 'volet', 'technologique', 'prédécesseur', 'amélioration', 'crucial', 'éthique', 'technologie', 'allure', 'apte']","[0.9476679563522339, 0.8614853024482727, 0.8459421396255493, 0.8406862616539001, 0.6866384148597717, 0.6855452060699463, 0.6583711504936218, 0.6330897808074951, 0.6167349219322205, 0.6024936437606812, 0.5816081166267395, 0.574756920337677, 0.5683334469795227, 0.5603684782981873, 0.5249032378196716, 0.5086950659751892, 0.5021791458129883]"
5089,10191,progrès,positif,"Le progrès ne se fait pas sans efforts, mais c'est le chemin du succès ! 💪🚀 #Progrès","le progrès ne se fait pas sans efforts, mais c'est le chemin du succès ! ","['progrès', 'modernité', 'amélioration', 'crucial', 'entraînement', 'dispositif', 'conviction', 'morceau', 'apte', 'consécutif', 'phrase', 'rénovation', 'ultérieur']","[0.9611276984214783, 0.9308376312255859, 0.8757996559143066, 0.7718137502670288, 0.6993499994277954, 0.6891071796417236, 0.6829057335853577, 0.6802100539207458, 0.6073369383811951, 0.5641470551490784, 0.542492687702179, 0.5311093330383301, 0.5088608860969543]"
5090,10192,progrès,positif,"Les progrès technologiques sont fascinants, mais il est important de rester humain ! 🤖🌱 #Techno","les progrès technologiques sont fascinants, mais il est important de rester humain ! ","['technologique', 'technologie', 'progrès', 'crucial', 'modernité', 'dispositif', 'morceau', 'bien-être', 'précaution', 'amélioration', 'phrase', 'apte', 'rappel', 'conviction', 'sensation', 'ultérieur', 'volet']","[0.9672648310661316, 0.9650207161903381, 0.9602370262145996, 0.9242104291915894, 0.8492196202278137, 0.8470558524131775, 0.7107199430465698, 0.6705749034881592, 0.6624339818954468, 0.6068506240844727, 0.6059477925300598, 0.598755419254303, 0.5928553938865662, 0.5697609782218933, 0.5541054010391235, 0.5519846081733704, 0.5221230983734131]"
5091,10193,progrès,positif,"Le progrès est un processus constant, et il nous permet de grandir ensemble ! 🌱🌟 #Evolution","le progrès est un processus constant, et il nous permet de grandir ensemble ! ","['progrès', 'modernité', 'dispositif', 'amélioration', 'crucial', 'conviction', 'consécutif', 'morceau', 'apte', 'phrase', 'rappel']","[0.9596306085586548, 0.9270814061164856, 0.8406746983528137, 0.7699722647666931, 0.7697855234146118, 0.615090548992157, 0.5600982308387756, 0.5598921775817871, 0.5423961877822876, 0.5229898691177368, 0.508247971534729]"
5092,10194,progrès,positif,Les progrès artistiques sont essentiels pour la créativité et l'innovation ! 🎨👩‍🎨 #Art,les progrès artistiques sont essentiels pour la créativité et l'innovation ! ‍ ,"['progrès', 'crucial', 'amélioration', 'dispositif', 'apte', 'morceau', 'volet', 'entraînement', 'conviction', 'centrale', 'phrase', 'modernité', 'internet', 'pôle', 'ultérieur', 'inspiration', 'consécutif']","[0.9700578451156616, 0.9161660671234131, 0.853253185749054, 0.8181760907173157, 0.7092856764793396, 0.678814172744751, 0.6787784695625305, 0.6639172434806824, 0.6240870952606201, 0.6090302467346191, 0.5663948655128479, 0.5563132166862488, 0.5536137223243713, 0.5399930477142334, 0.531902551651001, 0.5256061553955078, 0.508241593837738]"
5093,10195,progrès,positif,"Le progrès social est un des défis majeurs de notre temps, mais nous sommes tous capables de contribuer ! 🌐👩‍🦲 #Social","le progrès social est un des défis majeurs de notre temps, mais nous sommes tous capables de contribuer ! ‍ ","['progrès', 'modernité', 'apte', 'amélioration', 'crucial', 'dispositif', 'bien-être', 'volet', 'morceau', 'phrase', 'conviction']","[0.9386878609657288, 0.8866134881973267, 0.8715112209320068, 0.8663784265518188, 0.8566524386405945, 0.7869717478752136, 0.6800835132598877, 0.6233422756195068, 0.5469670295715332, 0.5089898109436035, 0.5077676773071289]"
5094,10196,progrès,positif,"Les progrès écologiques sont vitaux pour notre planète, et nous devons tous y collaborer ! 🌳🌱 #Eco","les progrès écologiques sont vitaux pour notre planète, et nous devons tous y collaborer ! ","['progrès', 'nature', 'crucial', 'amélioration', 'dispositif', 'conviction', 'modernité', 'bien-être', 'apte', 'phrase', 'rénovation', 'morceau', 'rappel', 'éthique', 'entraînement', 'consécutif', 'précaution', 'allure', 'volet', 'humeur']","[0.9722639322280884, 0.9639196991920471, 0.9489861726760864, 0.9266268610954285, 0.9191272258758545, 0.8471026420593262, 0.8326343894004822, 0.793581485748291, 0.7297497987747192, 0.7078984379768372, 0.7045010328292847, 0.6987627744674683, 0.6493051052093506, 0.6487177014350891, 0.6335096955299377, 0.6108601689338684, 0.5731165409088135, 0.5455995202064514, 0.5339805483818054, 0.5006090998649597]"
5095,10197,progrès,positif,"Le progrès sportif est une source de fierté pour notre pays, et nous sommes fiers de vous ! 🏆🇫🇷 #Sport","le progrès sportif est une source de fierté pour notre pays, et nous sommes fiers de vous ! ","['sport', 'progrès', 'modernité', 'physique', 'conviction', 'entraînement', 'amélioration', 'dispositif', 'crucial', 'apte', 'france', 'phrase', 'morceau', 'rappel', 'récit', 'humeur', 'consécutif', 'volet', 'pôle', 'épisode', 'allure']","[0.9792395830154419, 0.97724449634552, 0.9524692893028259, 0.9408692121505737, 0.9284882545471191, 0.9007579684257507, 0.8998637199401855, 0.887247622013092, 0.7929819226264954, 0.7499834299087524, 0.7457103729248047, 0.6715937852859497, 0.6534930467605591, 0.6177405714988708, 0.5911102294921875, 0.582405149936676, 0.5514693260192871, 0.5375900268554688, 0.5322447419166565, 0.5246979594230652, 0.5216430425643921]"
5096,10198,progrès,positif,Les progrès scientifiques nous permettent de mieux comprendre notre monde et de l'améliorer ! 🧪📚 #Science,les progrès scientifiques nous permettent de mieux comprendre notre monde et de l'améliorer ! ,"['progrès', 'science', 'technologique', 'amélioration', 'technologie', 'dispositif', 'crucial', 'rappel', 'morceau', 'phrase', 'apte', 'modernité', 'conviction', 'ultérieur', 'entraînement']","[0.9767755270004272, 0.9696750640869141, 0.9653244018554688, 0.9551990032196045, 0.916103720664978, 0.8581053018569946, 0.7017949819564819, 0.6872849464416504, 0.6677210330963135, 0.6217177510261536, 0.6191954016685486, 0.6177115440368652, 0.5529568791389465, 0.5375980138778687, 0.5031698942184448]"
5097,10199,progrès,positif,Le progrès est un acte de foi en notre capacité à surmonter les défis et à grandir ! 🙏🚀 #Foi,le progrès est un acte de foi en notre capacité à surmonter les défis et à grandir ! ,"['conviction', 'progrès', 'modernité', 'amélioration', 'apte', 'crucial', 'dispositif', 'rappel', 'phrase', 'morceau']","[0.9771957993507385, 0.9693248867988586, 0.9594980478286743, 0.9314063191413879, 0.8977223038673401, 0.8327515721321106, 0.6379002332687378, 0.6272321939468384, 0.5895050168037415, 0.544121265411377]"
5098,10200,progrès,positif,"Les progrès culturels sont une source d'enrichissement pour nous tous, et ils nous rapprochent ! 🎨🌐 #Culture","les progrès culturels sont une source d'enrichissement pour nous tous, et ils nous rapprochent ! ","['progrès', 'amélioration', 'modernité', 'bien-être', 'dispositif', 'crucial', 'apte', 'gentil', 'rappel', 'morceau', 'conviction', 'phrase', 'volet', 'consécutif']","[0.9526926875114441, 0.9102249145507812, 0.9038997888565063, 0.8441556096076965, 0.8214637637138367, 0.7057660818099976, 0.6590506434440613, 0.6546713709831238, 0.6245867609977722, 0.6245389580726624, 0.5797581076622009, 0.5575306415557861, 0.5447390675544739, 0.5191270709037781]"
5099,10201,progrès,neutre,"Le progrès est inévitable, mais il ne faut pas oublier les valeurs fondamentales.","le progrès est inévitable, mais il ne faut pas oublier les valeurs fondamentales.","['crucial', 'progrès', 'modernité', 'éthique', 'amélioration', 'morceau', 'dispositif']","[0.8548420071601868, 0.8473219871520996, 0.8461199998855591, 0.7831504940986633, 0.5676531791687012, 0.5161707997322083, 0.5016655921936035]"
5100,10202,progrès,neutre,"Les avancées technologiques sont fascinantes, mais le progrès humain doit rester au service de l'homme.","les avancées technologiques sont fascinantes, mais le progrès humain doit rester au service de l'homme.","['technologique', 'technologie', 'progrès', 'science', 'crucial', 'amélioration', 'modernité', 'dispositif', 'bien-être', 'conviction', 'morceau', 'phrase', 'apte']","[0.9538267254829407, 0.9526569843292236, 0.8729344606399536, 0.807567298412323, 0.7653193473815918, 0.7603175044059753, 0.752274215221405, 0.709590494632721, 0.6623513102531433, 0.594633936882019, 0.5796339511871338, 0.5691946148872375, 0.5293537378311157]"
5101,10203,progrès,neutre,"Dans la vie, il est important de savoir que le progrès n'est pas toujours linéaire, mais qu'il y a des retours.","dans la vie, il est important de savoir que le progrès n'est pas toujours linéaire, mais qu'il y a des retours.","['crucial', 'progrès', 'dispositif', 'rappel', 'conviction', 'ultérieur', 'science', 'technologique']","[0.899074137210846, 0.7080490589141846, 0.6007435321807861, 0.5680865049362183, 0.5271756649017334, 0.5125094056129456, 0.5114462971687317, 0.5032310485839844]"
5102,10204,progrès,neutre,"Le progrès ne se mesure pas uniquement par les chiffres, il faut également prendre en compte l'impact sur la société.","le progrès ne se mesure pas uniquement par les chiffres, il faut également prendre en compte l'impact sur la société.","['dispositif', 'progrès', 'amélioration', 'modernité']","[0.685422956943512, 0.6527380347251892, 0.5347610712051392, 0.5109677910804749]"
5103,10205,progrès,neutre,"Aujourd'hui, je me suis rendu compte que les progrès de la science peuvent parfois être un peu terrifiants.","aujourd'hui, je me suis rendu compte que les progrès de la science peuvent parfois être un peu terrifiants.","['science', 'progrès', 'technologique', 'malaise', 'morceau']","[0.804394543170929, 0.7725216746330261, 0.7030341625213623, 0.5287479758262634, 0.5059826374053955]"
5104,10206,progrès,neutre,"Il est difficile de définir le progrès, mais je crois que c'est une chose qui vient de l'intérieur, non de l'extérieur.","il est difficile de définir le progrès, mais je crois que c'est une chose qui vient de l'intérieur, non de l'extérieur.",['amélioration'],[0.5239240527153015]
5105,10207,progrès,neutre,"La société actuelle tend à croire que le progrès est la clé pour une vie meilleure, mais il y a plus à la vie que ça.","la société actuelle tend à croire que le progrès est la clé pour une vie meilleure, mais il y a plus à la vie que ça.","['progrès', 'modernité', 'conviction', 'amélioration', 'dispositif', 'crucial', 'rappel', 'morceau', 'phrase', 'rénovation']","[0.9276154041290283, 0.920850396156311, 0.8721258044242859, 0.8354496359825134, 0.7859317660331726, 0.6879634261131287, 0.6214531064033508, 0.5605893135070801, 0.5362503528594971, 0.501055896282196]"
5106,10208,progrès,neutre,"Le progrès est un processus complexe, et il est important de garder un œil critique pour ne pas tomber dans les pièges.","le progrès est un processus complexe, et il est important de garder un œil critique pour ne pas tomber dans les pièges.","['précaution', 'crucial', 'critique', 'progrès', 'consultatif', 'dispositif', 'modernité', 'amélioration', 'morceau', 'volet', 'entraînement', 'ultérieur', 'technologique']","[0.9734246730804443, 0.9486672878265381, 0.9389511942863464, 0.9330572485923767, 0.9173156023025513, 0.8878956437110901, 0.825550377368927, 0.6810604929924011, 0.6439937949180603, 0.6302053928375244, 0.6034559607505798, 0.5598774552345276, 0.5424954891204834]"
5107,10209,progrès,neutre,"Les progrès technologiques peuvent nous donner l'impression que nous sommes toujours plus loin du bonheur, mais c'est faux.","les progrès technologiques peuvent nous donner l'impression que nous sommes toujours plus loin du bonheur, mais c'est faux.","['technologique', 'technologie', 'progrès', 'science', 'modernité', 'dispositif', 'informatique', 'contrevenant', 'dérive']","[0.8891420960426331, 0.8826798796653748, 0.8370469808578491, 0.6472324132919312, 0.6309248805046082, 0.6228387951850891, 0.6034825444221497, 0.551651120185852, 0.5003980398178101]"
5108,10210,progrès,neutre,"Le progrès est un processus continu, et il est essentiel de rester ouvert à l'évolution pour progresser.""'un utilisateur neutre de Twitter qui pense et parle sur ""progrès"". Ils sont variés et abordent différents aspects du thème.","le progrès est un processus continu, et il est essentiel de rester ouvert à l'évolution pour progresser.""'un utilisateur neutre de twitter qui pense et parle sur ""progrès"". ils sont variés et abordent différents aspects du thème.","['progrès', 'crucial', 'technologie', 'amélioration', 'dispositif', 'technologique', 'internet', 'phrase', 'morceau']","[0.9950757622718811, 0.9650592803955078, 0.9311586618423462, 0.8836223483085632, 0.8375378847122192, 0.7784867882728577, 0.7214617729187012, 0.6699800491333008, 0.5460376739501953]"
5109,10211,progrès,négatif,"Les progrès technologiques sont-ils vraiment si incroyables ? On a toujours le même vieux smartphone depuis 5 ans, c'est pas vraiment de la révolution, non ? 😒","les progrès technologiques sont-ils vraiment si incroyables ? on a toujours le même vieux smartphone depuis 5 ans, c'est pas vraiment de la révolution, non ? ","['technologique', 'progrès', 'technologie', 'terminal', 'modernité', 'dispositif', 'informatique', 'amélioration', 'science', 'bizarre', 'morceau', 'prédécesseur']","[0.9647405743598938, 0.9643545150756836, 0.9623825550079346, 0.8773917555809021, 0.8759669065475464, 0.8263665437698364, 0.7610561847686768, 0.7150751948356628, 0.6761174201965332, 0.6442865133285522, 0.5454086661338806, 0.5100277066230774]"
5110,10212,progrès,négatif,"Quand on voit les progrès des humains, on se demande si on est vraiment en train de progresser ou si on fait simplement mieux l'illusion du progrès. 🤔","quand on voit les progrès des humains, on se demande si on est vraiment en train de progresser ou si on fait simplement mieux l'illusion du progrès. ","['sensation', 'progrès', 'dispositif', 'ultérieur', 'amélioration', 'morceau', 'critique', 'consultatif', 'phrase']","[0.8062788248062134, 0.7592495679855347, 0.616763174533844, 0.5837260484695435, 0.569739043712616, 0.5611107349395752, 0.555926501750946, 0.5318328142166138, 0.5039234161376953]"
5111,10213,progrès,négatif,"Dans la vie, le progrès ne se mesure pas uniquement en termes de technologies, mais aussi dans le nombre de choses que l'on a apprises à faire de mieux. 📚","dans la vie, le progrès ne se mesure pas uniquement en termes de technologies, mais aussi dans le nombre de choses que l'on a apprises à faire de mieux. ","['progrès', 'technologique', 'technologie', 'amélioration', 'modernité', 'crucial', 'rappel']","[0.9319813847541809, 0.9193502068519592, 0.9101327061653137, 0.8359991312026978, 0.744289755821228, 0.5609321594238281, 0.5115113854408264]"
5112,10214,progrès,négatif,"Le progrès c'est quand on réalise qu'on a changé, que on est devenu meilleur, que on a grandi, mais que les autres restent les mêmes et ne voient pas les changements. 🌬","le progrès c'est quand on réalise qu'on a changé, que on est devenu meilleur, que on a grandi, mais que les autres restent les mêmes et ne voient pas les changements. ","['progrès', 'amélioration', 'modernité', 'crucial', 'rappel', 'rénovation', 'dispositif', 'apte', 'conviction', 'morceau', 'phrase', 'bien-être', 'sensation', 'remplacement', 'consécutif']","[0.9831283688545227, 0.9574029445648193, 0.8890636563301086, 0.8336140513420105, 0.7229644656181335, 0.6848101615905762, 0.6458752155303955, 0.6400924324989319, 0.6344696879386902, 0.626793384552002, 0.626011312007904, 0.5437813997268677, 0.5171002149581909, 0.5053948163986206, 0.5015386939048767]"
5113,10215,progrès,négatif,"Les progrès sont-ils vraiment si importants ? Quand même, on est toujours sur le même tronçon de route, en train de rêver d'un avenir meilleur. Mais où est-ce que ça nous mène ? 🌌","les progrès sont-ils vraiment si importants ? quand même, on est toujours sur le même tronçon de route, en train de rêver d'un avenir meilleur. mais où est-ce que ça nous mène ? ","['progrès', 'morceau', 'amélioration', 'crucial', 'modernité', 'technologique', 'rénovation', 'dispositif', 'phrase']","[0.9329767823219299, 0.7417178750038147, 0.6901323795318604, 0.6262933611869812, 0.558737576007843, 0.5478885769844055, 0.5460288524627686, 0.5344857573509216, 0.5220380425453186]"
5114,10216,progrès,négatif,"Le progrès, c'est quand on se rend compte que les choses qui nous importaient autrefois, maintenant, elles ne font plus rien. Mais on continue à s'y accrocher, par habitude. 🛑","le progrès, c'est quand on se rend compte que les choses qui nous importaient autrefois, maintenant, elles ne font plus rien. mais on continue à s'y accrocher, par habitude. ","['progrès', 'amélioration', 'modernité', 'technologique', 'rénovation', 'stable', 'consécutif', 'rappel', 'remplacement', 'apte', 'dispositif', 'crucial', 'morceau']","[0.9814745187759399, 0.9456977248191833, 0.9364879131317139, 0.8068346381187439, 0.7418264150619507, 0.7081509828567505, 0.6927602291107178, 0.6701159477233887, 0.6666507124900818, 0.6434618234634399, 0.6007130742073059, 0.5952870845794678, 0.5425105094909668]"
5115,10217,progrès,négatif,"On parle toujours du progrès, mais on oublie souvent de mentionner les inconvénients. Quand même, le progrès n'est pas toujours bon, il peut parfois nuire. 🌟","on parle toujours du progrès, mais on oublie souvent de mentionner les inconvénients. quand même, le progrès n'est pas toujours bon, il peut parfois nuire. ","['progrès', 'dépens']","[0.9064197540283203, 0.6302038431167603]"
5116,10218,progrès,négatif,"Les progrès, c'est quand on se demande si on a vraiment bénéficié de ces changements, ou si c'est juste une illusion créée par les médias et les grandes entreprises. 📉","les progrès, c'est quand on se demande si on a vraiment bénéficié de ces changements, ou si c'est juste une illusion créée par les médias et les grandes entreprises. ","['progrès', 'amélioration', 'modernité', 'dispositif', 'phrase', 'sensation', 'morceau']","[0.9369337558746338, 0.7256289124488831, 0.7191994190216064, 0.6658403873443604, 0.5333925485610962, 0.5326644778251648, 0.5227139592170715]"
5117,10219,progrès,négatif,"Le progrès, c'est quand on se rend compte que tout ce qu'on a gagné, on l'a gagné en se déplaçant vers des objectifs qui ne nous correspondent pas vraiment. 🚶‍♀️","le progrès, c'est quand on se rend compte que tout ce qu'on a gagné, on l'a gagné en se déplaçant vers des objectifs qui ne nous correspondent pas vraiment. ‍","['progrès', 'amélioration', 'modernité', 'technologique', 'rappel', 'crucial', 'dispositif', 'symptôme', 'apte', 'morceau']","[0.9863598346710205, 0.9507796764373779, 0.7297812700271606, 0.7104992866516113, 0.6767564415931702, 0.6751611232757568, 0.6375945806503296, 0.5565091371536255, 0.5534151196479797, 0.5123991966247559]"
5118,10220,progrès,négatif,"Les progrès, c'est quand on se sentirait mieux en arrière, en restant au sein de notre communauté, en conservant nos valeurs ancestrales, plutôt que de s'aventurer dans un avenir incertain. 🌳","les progrès, c'est quand on se sentirait mieux en arrière, en restant au sein de notre communauté, en conservant nos valeurs ancestrales, plutôt que de s'aventurer dans un avenir incertain. ","['progrès', 'amélioration', 'sensation', 'crucial', 'dispositif', 'bien-être', 'rénovation', 'précaution', 'morceau', 'rappel', 'racine', 'apte', 'phrase', 'conviction', 'technologique', 'remplacement', 'critique', 'tribu', 'ultérieur', 'entraînement', 'allure', 'volet', 'clause', 'consultatif', 'terminal', 'registre', 'pôle', 'stable', 'prétexte', 'modernité', 'consécutif', 'humeur']","[0.9782559275627136, 0.949614942073822, 0.8803021907806396, 0.8640326857566833, 0.8567224740982056, 0.8387876152992249, 0.802407443523407, 0.7886288166046143, 0.7454109191894531, 0.7276763319969177, 0.7135666012763977, 0.7069337964057922, 0.70405113697052, 0.7027093768119812, 0.6902183890342712, 0.68989098072052, 0.6157887578010559, 0.6134067177772522, 0.5927817821502686, 0.577486515045166, 0.5627561211585999, 0.5577365159988403, 0.5526864528656006, 0.5504220128059387, 0.5490712523460388, 0.5480948090553284, 0.5460850596427917, 0.5362764000892639, 0.5282254219055176, 0.5204892754554749, 0.5204397439956665, 0.5014346241950989]"
5119,10251,lingerie,positif,👗💄 Ma petite sœur a une collection de 👙 super cool! Je l'invite souvent chez moi pour essayer les nouveautés. 😉, ma petite sœur a une collection de super cool! je l'invite souvent chez moi pour essayer les nouveautés. ,"['gentil', 'dispositif', 'bébé', 'morceau', 'apte', 'phrase', 'amélioration', 'humeur', 'rappel', 'bien-être', 'consécutif', 'allure', 'sensation', 'aliment', 'ultérieur', 'conviction', 'pôle', 'récit', 'crucial', 'lingerie', 'consultatif']","[0.9629697799682617, 0.8826266527175903, 0.8590236306190491, 0.8393594622612, 0.7966130971908569, 0.7574337124824524, 0.7237580418586731, 0.6915121078491211, 0.6759651899337769, 0.6744983196258545, 0.6431633830070496, 0.6071212887763977, 0.5945190191268921, 0.562912106513977, 0.5425053834915161, 0.5323203802108765, 0.527665913105011, 0.5234406590461731, 0.5191081762313843, 0.5066114664077759, 0.501490592956543]"
5120,10252,lingerie,positif,"💃🕺 Ma copine et moi, on adore danser en maillot de bain. C'est notre petit secret :D"," ma copine et moi, on adore danser en maillot de bain. c'est notre petit secret :d","['bain', 'lingerie', 'sport', 'morceau', 'dispositif', 'sensation', 'humeur', 'récit', 'consultatif', 'phrase', 'bien-être', 'registre', 'cabine', 'clause', 'prétexte', 'épisode', 'conviction', 'ultérieur', 'consécutif', 'précaution', 'allure', 'rappel']","[0.9129520058631897, 0.8914095759391785, 0.8702506422996521, 0.8295454978942871, 0.7926136255264282, 0.6850984692573547, 0.6768009662628174, 0.6726610064506531, 0.6681639552116394, 0.6677461266517639, 0.6457496285438538, 0.6235471367835999, 0.6002436280250549, 0.5690327286720276, 0.558108925819397, 0.5371866822242737, 0.5365496277809143, 0.5345737338066101, 0.5342985391616821, 0.5107071995735168, 0.505400538444519, 0.5051165223121643]"
